T2M,RH2M,PRECTOTCORR,WS2M,GWETTOP,GWETROOT,GWETPROF,Date
29.07,58.06,0.55,1.58,0.48,0.49,0.49,20140817
32.07,51.06,0.0,1.13,0.45,0.49,0.48,20140818
33.69,43.62,0.0,1.21,0.42,0.48,0.48,20140819
34.3,41.31,0.0,1.61,0.41,0.48,0.48,20140820
33.7,39.19,0.0,1.46,0.38,0.48,0.48,20140821
33.24,39.5,0.01,1.8,0.37,0.47,0.47,20140822
32.52,45.94,3.66,1.72,0.41,0.47,0.48,20140823
32.79,43.56,0.0,1.77,0.38,0.47,0.47,20140824
32.87,42.88,0.53,1.46,0.38,0.47,0.47,20140825
33.44,41.69,0.0,1.47,0.36,0.46,0.47,20140826
32.89,41.12,0.49,1.11,0.35,0.46,0.46,20140827
32.75,38.62,0.19,1.52,0.33,0.46,0.46,20140828
32.9,41.31,0.0,1.28,0.3,0.45,0.46,20140829
33.91,37.56,0.04,0.84,0.28,0.45,0.46,20140830
34.53,33.69,0.0,1.04,0.26,0.45,0.46,20140831
33.5,37.44,0.64,1.87,0.26,0.45,0.46,20140901
31.69,45.94,2.73,1.69,0.32,0.45,0.46,20140902
31.51,48.5,0.01,1.78,0.31,0.45,0.46,20140903
30.57,58.5,12.06,1.97,0.42,0.46,0.46,20140904
29.89,65.31,4.16,2.1,0.49,0.48,0.48,20140905
31.06,57.75,0.55,1.49,0.43,0.48,0.47,20140906
30.6,59.81,0.01,1.15,0.4,0.47,0.47,20140907
31.5,54.31,0.01,1.15,0.38,0.47,0.47,20140908
31.73,51.19,0.0,1.44,0.37,0.46,0.46,20140909
31.55,50.69,0.36,1.42,0.36,0.46,0.46,20140910
31.94,44.75,0.46,1.12,0.34,0.46,0.46,20140911
30.05,55.0,15.16,1.57,0.48,0.48,0.47,20140912
28.45,68.75,25.61,1.23,0.58,0.51,0.49,20140913
28.81,65.75,6.59,1.25,0.54,0.52,0.52,20140914
29.17,62.12,0.74,0.87,0.5,0.52,0.52,20140915
29.94,56.31,0.0,1.04,0.48,0.52,0.51,20140916
29.69,56.62,0.0,1.0,0.48,0.51,0.51,20140917
29.91,57.88,0.0,1.04,0.47,0.5,0.5,20140918
30.34,58.19,0.0,0.94,0.45,0.5,0.5,20140919
30.6,50.69,0.0,1.02,0.45,0.49,0.49,20140920
30.22,51.12,0.88,0.64,0.45,0.49,0.49,20140921
29.93,53.62,0.0,0.84,0.42,0.49,0.49,20140922
30.37,48.12,0.0,0.92,0.41,0.48,0.48,20140923
29.61,47.5,0.6,1.27,0.41,0.48,0.48,20140924
28.23,52.69,2.68,1.55,0.46,0.48,0.48,20140925
29.09,49.75,0.0,0.73,0.44,0.48,0.48,20140926
28.8,53.81,0.0,1.02,0.42,0.48,0.48,20140927
29.62,51.38,0.0,1.08,0.41,0.48,0.48,20140928
29.44,51.38,0.0,1.25,0.4,0.48,0.48,20140929
29.51,48.31,0.0,1.09,0.38,0.47,0.48,20140930
29.54,49.25,0.01,0.87,0.38,0.47,0.47,20141001
29.5,47.5,0.0,0.87,0.38,0.47,0.47,20141002
29.96,44.25,0.0,0.9,0.37,0.47,0.47,20141003
30.53,44.38,0.0,0.99,0.36,0.46,0.47,20141004
29.86,48.19,0.0,0.86,0.35,0.46,0.46,20141005
29.8,48.62,0.0,0.95,0.34,0.46,0.46,20141006
28.88,48.19,3.78,1.52,0.38,0.46,0.46,20141007
26.2,59.5,2.95,1.5,0.44,0.47,0.47,20141008
26.09,49.69,0.0,0.87,0.43,0.47,0.47,20141009
26.79,41.88,0.64,0.91,0.42,0.46,0.47,20141010
26.36,37.0,0.0,1.15,0.39,0.46,0.46,20141011
26.16,35.0,0.0,1.18,0.37,0.46,0.46,20141012
21.19,57.25,32.19,2.72,0.57,0.48,0.48,20141013
19.55,67.56,29.72,1.89,0.66,0.56,0.54,20141014
21.36,55.88,0.38,0.79,0.54,0.56,0.54,20141015
21.85,49.94,0.07,1.07,0.52,0.55,0.54,20141016
22.19,46.62,0.0,1.14,0.51,0.55,0.54,20141017
22.83,42.38,0.0,1.0,0.51,0.54,0.53,20141018
22.38,48.38,2.44,1.02,0.52,0.54,0.53,20141019
22.9,55.19,0.37,0.95,0.52,0.54,0.53,20141020
24.45,48.94,0.0,1.11,0.5,0.53,0.53,20141021
24.2,51.0,0.0,1.09,0.5,0.53,0.52,20141022
24.14,54.25,0.04,1.05,0.5,0.53,0.52,20141023
22.96,59.75,3.65,1.13,0.53,0.53,0.53,20141024
23.35,56.56,0.0,1.01,0.5,0.53,0.52,20141025
22.83,55.75,0.0,1.03,0.5,0.53,0.52,20141026
23.07,54.25,0.0,0.9,0.5,0.52,0.52,20141027
21.97,60.69,4.8,1.33,0.54,0.53,0.52,20141028
21.24,53.94,0.57,1.22,0.51,0.53,0.52,20141029
20.71,54.12,0.0,0.8,0.5,0.53,0.52,20141030
21.17,47.25,0.0,1.05,0.5,0.52,0.52,20141031
21.59,43.5,0.0,1.1,0.49,0.52,0.52,20141101
21.33,48.62,0.0,1.08,0.49,0.52,0.52,20141102
18.53,66.5,0.48,3.03,0.49,0.52,0.52,20141103
18.97,65.75,0.05,1.05,0.49,0.52,0.52,20141104
20.62,56.5,0.08,0.91,0.49,0.52,0.52,20141105
20.26,61.94,1.36,1.68,0.49,0.52,0.52,20141106
16.13,76.25,3.06,1.6,0.52,0.52,0.52,20141107
17.01,49.88,0.0,1.59,0.5,0.52,0.52,20141108
17.45,38.81,0.0,1.77,0.49,0.52,0.52,20141109
18.16,33.44,0.0,1.36,0.48,0.52,0.51,20141110
18.52,32.88,0.0,1.22,0.48,0.52,0.51,20141111
17.71,35.31,0.0,1.34,0.48,0.51,0.51,20141112
17.49,37.25,0.0,1.16,0.48,0.51,0.51,20141113
18.71,35.06,0.0,1.12,0.48,0.51,0.51,20141114
18.69,35.38,0.0,1.28,0.48,0.51,0.5,20141115
18.11,36.0,0.0,1.2,0.48,0.5,0.5,20141116
18.44,35.62,0.0,1.14,0.48,0.5,0.5,20141117
18.54,36.62,0.0,1.22,0.48,0.5,0.5,20141118
17.16,40.19,0.0,1.18,0.48,0.5,0.5,20141119
17.19,38.81,0.0,1.18,0.47,0.5,0.49,20141120
17.37,38.44,0.0,1.1,0.47,0.49,0.49,20141121
17.56,37.06,0.0,1.07,0.47,0.49,0.49,20141122
16.35,40.5,0.0,1.26,0.47,0.49,0.49,20141123
16.27,38.94,0.0,1.1,0.47,0.49,0.49,20141124
16.76,39.81,0.0,1.17,0.47,0.49,0.49,20141125
18.3,39.69,0.0,0.99,0.47,0.48,0.48,20141126
18.45,45.5,0.0,0.8,0.47,0.48,0.48,20141127
17.01,51.75,0.0,1.14,0.47,0.48,0.48,20141128
17.4,51.44,0.0,1.41,0.47,0.48,0.48,20141129
17.97,50.62,0.0,1.31,0.46,0.48,0.48,20141130
17.65,48.56,0.0,1.16,0.46,0.48,0.48,20141201
18.05,45.5,0.0,1.17,0.46,0.48,0.48,20141202
18.46,43.31,0.0,1.05,0.46,0.48,0.48,20141203
17.86,42.25,0.0,0.94,0.46,0.48,0.48,20141204
17.06,43.94,0.0,1.2,0.46,0.48,0.48,20141205
16.4,43.5,0.0,1.27,0.45,0.48,0.48,20141206
16.17,40.25,0.0,1.44,0.45,0.48,0.48,20141207
14.22,38.5,0.0,1.9,0.45,0.47,0.48,20141208
13.01,33.06,0.0,1.45,0.45,0.47,0.47,20141209
12.93,30.62,0.0,1.53,0.44,0.47,0.47,20141210
13.24,31.44,0.0,1.27,0.43,0.47,0.47,20141211
13.5,37.94,0.0,1.23,0.42,0.47,0.47,20141212
13.83,39.0,0.0,1.5,0.41,0.47,0.47,20141213
13.07,41.62,0.0,1.13,0.41,0.47,0.47,20141214
12.13,36.12,0.0,1.26,0.41,0.47,0.47,20141215
11.92,32.31,0.0,1.26,0.4,0.46,0.47,20141216
11.48,34.5,0.0,1.13,0.39,0.46,0.47,20141217
11.38,35.5,0.0,0.98,0.38,0.46,0.47,20141218
11.26,36.94,0.0,0.95,0.38,0.46,0.46,20141219
11.5,38.38,0.0,1.21,0.38,0.46,0.46,20141220
13.65,29.88,0.0,0.98,0.37,0.46,0.46,20141221
11.93,34.31,0.0,1.03,0.37,0.46,0.46,20141222
13.12,35.88,0.0,0.91,0.36,0.46,0.46,20141223
13.0,39.12,0.0,1.12,0.35,0.46,0.46,20141224
13.41,38.81,0.0,1.34,0.34,0.46,0.46,20141225
13.92,30.5,0.0,1.7,0.34,0.46,0.46,20141226
13.02,25.94,0.0,1.3,0.33,0.46,0.46,20141227
11.37,30.31,0.0,1.36,0.32,0.46,0.46,20141228
11.41,29.69,0.0,1.0,0.32,0.46,0.46,20141229
11.92,29.62,0.0,1.09,0.31,0.45,0.46,20141230
11.68,30.25,0.0,1.37,0.3,0.45,0.46,20141231
12.82,32.12,0.0,1.46,0.3,0.45,0.46,20150101
13.15,28.62,0.0,1.22,0.3,0.45,0.46,20150102
12.69,28.69,0.0,1.02,0.29,0.45,0.46,20150103
12.25,31.12,0.0,0.98,0.29,0.45,0.46,20150104
12.36,34.12,0.0,1.1,0.28,0.45,0.46,20150105
13.83,36.5,0.0,1.21,0.27,0.45,0.46,20150106
14.05,29.69,0.0,1.49,0.27,0.45,0.46,20150107
14.56,20.81,0.0,0.98,0.27,0.45,0.46,20150108
12.52,22.88,0.0,1.4,0.26,0.45,0.46,20150109
13.37,22.44,0.0,1.2,0.25,0.45,0.45,20150110
15.98,23.06,0.0,0.94,0.25,0.45,0.45,20150111
15.53,31.25,0.0,1.01,0.24,0.45,0.45,20150112
13.12,64.88,3.09,1.53,0.29,0.45,0.46,20150113
12.61,66.44,1.61,1.42,0.41,0.46,0.46,20150114
12.09,50.56,0.0,1.27,0.4,0.46,0.46,20150115
12.65,37.0,0.0,1.24,0.38,0.46,0.46,20150116
14.0,30.69,0.0,1.16,0.36,0.46,0.46,20150117
12.84,31.81,0.0,1.14,0.34,0.46,0.46,20150118
13.45,31.56,0.0,1.01,0.34,0.45,0.46,20150119
12.83,35.06,0.0,0.95,0.33,0.45,0.46,20150120
8.58,69.56,14.8,1.38,0.48,0.47,0.47,20150121
8.83,76.94,0.73,1.59,0.5,0.48,0.48,20150122
10.23,65.0,0.47,1.04,0.48,0.48,0.48,20150123
11.92,55.06,0.0,0.82,0.47,0.48,0.48,20150124
11.31,55.44,0.0,1.3,0.47,0.48,0.48,20150125
11.15,46.69,0.0,1.34,0.47,0.48,0.48,20150126
9.94,49.19,0.0,1.08,0.46,0.48,0.48,20150127
9.75,44.94,0.0,1.32,0.46,0.48,0.48,20150128
11.37,39.75,0.0,1.09,0.46,0.48,0.48,20150129
12.33,39.5,0.0,0.93,0.46,0.48,0.48,20150130
13.57,39.69,0.0,1.04,0.45,0.47,0.48,20150131
12.73,49.62,0.25,1.41,0.45,0.47,0.47,20150201
10.98,70.19,9.19,1.9,0.52,0.48,0.48,20150202
11.79,68.44,0.09,1.33,0.49,0.48,0.48,20150203
12.69,62.81,0.0,1.09,0.48,0.48,0.48,20150204
13.37,49.06,0.0,1.3,0.47,0.48,0.48,20150205
13.75,51.19,0.0,1.13,0.47,0.48,0.48,20150206
9.56,80.0,4.12,1.52,0.5,0.48,0.48,20150207
12.05,63.38,0.0,1.18,0.48,0.48,0.48,20150208
14.06,44.19,0.0,1.4,0.47,0.48,0.48,20150209
13.77,41.75,0.0,1.27,0.47,0.48,0.48,20150210
15.94,35.62,0.0,1.17,0.46,0.48,0.48,20150211
16.12,37.38,0.0,1.25,0.46,0.48,0.48,20150212
17.44,43.0,0.0,1.19,0.46,0.48,0.48,20150213
19.43,43.0,0.0,1.25,0.45,0.48,0.48,20150214
16.68,52.44,0.03,1.47,0.46,0.48,0.48,20150215
16.4,67.88,0.99,2.96,0.47,0.48,0.48,20150216
15.69,65.38,1.82,1.29,0.48,0.48,0.48,20150217
17.11,57.56,0.03,1.08,0.47,0.48,0.48,20150218
16.37,69.5,5.71,1.3,0.51,0.48,0.48,20150219
15.95,77.25,6.21,1.25,0.52,0.49,0.48,20150220
16.94,69.25,0.05,1.05,0.5,0.49,0.49,20150221
18.81,62.06,0.0,1.16,0.48,0.49,0.48,20150222
18.78,61.31,0.1,1.23,0.48,0.49,0.48,20150223
16.83,74.31,7.79,2.23,0.51,0.49,0.48,20150224
14.06,61.88,0.17,1.34,0.51,0.5,0.49,20150225
12.58,63.31,0.14,1.72,0.48,0.5,0.49,20150226
14.22,43.12,0.0,0.95,0.48,0.49,0.49,20150227
14.72,43.44,0.0,1.42,0.47,0.49,0.49,20150228
11.01,72.69,9.24,1.95,0.52,0.49,0.49,20150301
12.25,75.69,6.95,1.33,0.56,0.52,0.51,20150302
12.85,68.5,0.72,1.1,0.51,0.52,0.51,20150303
14.46,58.31,1.92,1.35,0.5,0.52,0.51,20150304
12.31,76.31,13.88,1.46,0.59,0.54,0.52,20150305
12.98,73.75,1.41,1.3,0.53,0.54,0.53,20150306
12.31,81.62,10.96,1.78,0.59,0.55,0.54,20150307
12.22,76.12,12.37,2.52,0.61,0.56,0.55,20150308
13.29,46.38,0.0,1.05,0.55,0.57,0.55,20150309
15.62,45.38,0.0,1.18,0.54,0.56,0.55,20150310
